Year,GCAG,GISTEMP,Average Land Temperature (Degrees Celcius),c-C4F8,C2F6,C3F8,C4F10,C5F12,C6F14,C7F16,C8F18,CO2,CCl4,CF4,CFC11,CFC12,CFC113,CFC114,CFC115,CH2Cl2,CH3CCl3,CHCl3,Halon1211,Halon1301,Halon2402,HCFC22,HCFC141b,HCFC142b,HFC23,HFC32,HFC125,HFC134a,HFC143a,HFC152a,HFC227ea,HFC236fa,HFC245fa,HFC365mfc,HFC4310mee,CH4,CH3Br,CH3Cl,NF3,N20,SF6,SO2F2
1972,0.0264,0.01,8.499583333,0.182423,0.67407489,0.027815,0.00114133,0.00390667,0.001484944,0.002075046,0.002300143,327.3489541,80.9293605,44.68869589,75.67088768,153.856226,7.553642207,7.356679625,0.348219917,15.03268314,24.91669802,9.622934288,0.081566239,0.010107177,0.036613825,17.35239005,0,0.069999842,2.181452823,0.000528196,1.04E-05,0,8.04E-05,0,0.0025,0.000187031,0,0.0003125,0,1449.290028,7.184317335,543.3849343,0.000235578,296.9550426,0.389997878,0.0205848
1973,0.1641,0.15,8.94825,0.20687,0.713879879,0.02935,0.002472,0.0049981,0.00186052,0.002494564,0.002788735,329.9089531,82.79306371,45.45469555,86.87261649,172.25726,8.576456757,7.723948017,0.438013555,15.41453877,30.32583647,9.776117179,0.107531536,0.020921595,0.04518213,19.92769459,0,0.114999842,2.365882936,0.000530736,1.07E-05,0,8.18E-05,0,0.0050625,0.000378738,0,0.000632813,0,1462.860702,7.255663538,544.4634017,0.000169163,297.3990424,0.424998011,0.025345894
1974,-0.0719,-0.07,8.4675,0.231542,0.764989869,0.03132,0.004224,0.00619347,0.002273166,0.002939177,0.003296887,330.7559525,84.59316609,46.34259529,99.53890268,192.5642491,9.748060452,8.108936408,0.543196139,15.79050592,36.76850455,9.933977276,0.146534775,0.034983893,0.054990735,22.52558277,0,0.161269842,2.556043048,0.000533275,1.10E-05,0,8.33E-05,0,0.008,0.0005985,0,0.001,0,1476.140911,7.319503661,545.3698231,9.78E-05,297.8550422,0.459997921,0.030775486
1975,0.0034,-0.02,8.744833333,0.256183,0.828489873,0.033995,0.00633333,0.00748299,0.002723323,0.003407074,0.003817782,330.826952,86.32876873,47.35769548,112.331764,213.2352218,11.09574286,8.514406523,0.661696679,16.1594846,42.72001613,10.09768575,0.203307822,0.051680791,0.066143439,25.1791244,0,0.194999843,2.75175316,0.000535815,1.14E-05,0,8.64E-05,2.82E-06,0.0109375,0.000818262,0,0.00136719,0,1491.740965,7.389227279,546.1371378,8.32E-05,298.326042,0.499997611,0.036913378
1976,-0.0792,-0.11,8.34725,0.280537,0.887209869,0.036665,0.008736,0.00885687,0.003215376,0.003912958,0.004344617,331.544951,87.99307184,48.27609537,124.7307475,232.9972202,12.63643535,8.955106976,0.81180818,16.52037435,49.04176908,10.26717503,0.277511982,0.087156987,0.080355144,28.19611552,0,0.229999843,2.952783273,0.000538354,1.17E-05,0,0.007432716,2.25E-05,0.0135,0.00100997,0,0.0016875,0,1509.110962,7.465574264,546.791424,0.00036369,298.8140417,0.544380327,0.043801869
1977,0.1978,0.18,8.85025,0.304347,0.949079861,0.039815,0.011368,0.0103053,0.003740268,0.004452555,0.004870567,333.3529501,89.5924745,49.29249505,136.7956981,251.9942055,14.47871704,9.431879153,0.983641675,16.87217461,57.53721462,10.44266329,0.369696973,0.150426983,0.098297148,31.40779854,0,0.264999843,3.158943385,0.000540893,1.20E-05,0,0.026895796,4.51E-05,0.0153125,0.00114557,0,0.00191406,0,1527.680955,7.534413864,547.3396889,0.00499715,299.3190414,0.594551172,0.051483361
1978,0.1123,0.07,8.69275,0.327356,1.021159854,0.043615,0.0141653,0.0118185,0.004300959,0.005013018,0.005388823,335.0099494,91.13187645,50.43949489,148.0045805,270.0011859,15.96304758,9.926631329,1.17364517,17.21378637,68.57340068,10.6243515,0.47630767,0.230200978,0.118508053,35.7235771,0,0.298729835,3.370003503,0.000543433,1.24E-05,0,0.054136695,6.76E-05,0.016,0.001197,0,0.002,0,1546.890908,7.609319153,547.7978985,0.0101594,299.845041,0.659995732,0.059999853
1979,0.2273,0.17,8.733416667,0.353214,1.094819846,0.047935,0.017064,0.0133867,0.00488945,0.005592088,0.005892573,336.6049484,92.61308152,51.55739484,157.638472,286.4941585,17.68312701,10.42123351,1.378264665,17.54420888,78.18179325,10.81253892,0.58937681,0.315191974,0.139529057,40.48909939,0,0.342519765,3.730003667,0.000545972,1.15E-05,0,0.084902694,9.01E-05,0.016,0.001197,0,0.001,0,1566.160847,7.6899915,548.1820799,0.0146059,300.3930407,0.769992632,0.159999848
1980,0.2637,0.27,8.980333333,0.380096,1.173509837,0.053255,0.02,0.015,0.0055,0.006217188,0.006382813,338.7049479,94.1031727,52.72269502,166.0775217,302.1822505,20.16738843,10.89773566,1.593954124,17.86224342,85.15928517,11.00742606,0.709716624,0.39410897,0.159896062,44.5514893,0,0.411785645,4.130003868,0.000548512,5.52E-06,0,0.114940994,0.000112664,0.011,0.001197,0,5.11E-05,0,1584.940753,7.769993808,548.5012385,0.0177754,300.9650402,0.889993041,0.239999842
1981,0.2999,0.33,9.165833333,0.407822,1.260189841,0.059785,0.024,0.0175,0.006515155,0.007289063,0.006901409,340.0589478,95.3121946,53.97579525,174.7385057,319.4201305,23.25697322,11.34983798,1.842493364,18.1670859,90.82912021,11.2098113,0.835245683,0.468744964,0.180000068,48.66220623,0,0.504999622,4.560003948,0.000551051,1.08E-05,0,0.139999994,0.000135197,0.003,0.001197,0,0.000127619,0,1602.650629,7.849401621,548.7653707,0.0197221,301.5620398,0.99999364,0.299999837
1982,0.1815,0.13,8.639166667,0.437303,1.34256985,0.0664,0.028,0.0205,0.00812351,0.008625,0.007240499,340.6439474,96.45029187,55.10939562,183.2774727,335.1432685,27.2989114,11.80544082,2.144632584,18.45744384,95.16212261,11.41879992,0.972899207,0.553212956,0.200000072,52.7640924,0,0.597249616,4.97000385,0.00055359,1.28E-05,0,0.159999998,0.00015773,0.002,0.001197,0,0.000269655,3.74E-06,1618.730532,7.934991458,548.9834749,0.0208354,302.1870393,1.119992619,0.339999831
1983,0.3411,0.3,9.028166667,0.469505,1.409899844,0.07204,0.0325,0.0235,0.009936882,0.009968208,0.007240499,342.2659473,97.67578944,56.16269554,191.1673244,352.5060954,30.83067339,12.1942356,2.499991906,18.73240864,99.4379598,11.63388809,1.14495953,0.65197495,0.219500077,56.78648764,0,0.672999685,5.270004285,0.00055613,1.17E-05,0,0.179999994,0.000180262,0.011,0.001197,0,0.003,3.17E-05,1632.620143,8.019996365,549.1685519,0.0214704,302.8420388,1.239993068,0.389999825
1984,0.149,0.15,8.691833333,0.504943,1.482039829,0.07798,0.0375,0.027,0.011940864,0.011694932,0.0077454,344.0079495,98.93998711,57.26739519,199.9671411,366.7992289,34.79922611,12.64292417,2.849991352,18.99078842,103.9462236,11.85477757,1.295939073,0.775712942,0.246125082,60.74248929,0,0.72171374,5.530004525,0.000558669,3.97E-06,0,0.199999994,0.000202795,0.017,0.001197,0,0.005,7.40E-05,1643.500861,8.103740166,549.3226302,0.0217531,303.5280383,1.359992909,0.449999818
1985,0.1342,0.12,8.658,0.543629,1.568769831,0.08467,0.043,0.0305,0.014727071,0.014008732,0.008102531,345.4589538,100.1819959,58.37619528,214.0334538,383.2672495,39.6523875,13.14410977,3.187290941,19.23167473,108.2164367,12.08026953,1.41598165,0.935456933,0.265208086,64.80020885,0,0.754999758,5.870004583,0.000561209,8.57E-06,0,0.219999998,0.002249685,0.017,0.001197,0,0.004,0.00011811,1655.910492,8.199989374,549.4526883,0.0217833,304.2470377,1.499991284,0.519999811
1986,0.2296,0.19,8.833583333,0.585984,1.65024983,0.090615,0.0485,0.0345,0.018013485,0.017,0.009501247,346.9029481,101.6729752,59.28379541,222.339684,402.4122217,44.60810727,13.69979481,3.649990567,19.45397577,111.0731501,12.30986201,1.574111379,1.132979924,0.279167091,69.13964018,0,0.787921734,6.310004835,0.000563748,1.20E-05,0,0.259999993,0.019787868,0.018,0.001197,0,0.001,0.00026037,1668.791155,8.294995167,549.5567533,0.0216917,305.0020373,1.649991132,0.579999802
1987,0.3696,0.33,8.994416667,0.63326,1.734959822,0.096195,0.054,0.038,0.023,0.0205,0.011,348.7749474,103.073981,60.24869523,233.3356408,423.3474162,50.83082078,14.25549592,4.105550247,19.65658494,114.9139044,12.54534656,1.771160214,1.346309915,0.299500102,73.98439718,0,0.839189596,6.710005128,0.000566287,2.90E-05,0,0.289999988,0.046362445,0.022,0.001197,0,0.003,0.00069046,1683.749784,8.389330954,549.646775,0.02165,305.7930356,1.799991229,0.619999793
1988,0.3757,0.41,9.201583333,0.679815,1.826239809,0.10223,0.06,0.0425,0.0285,0.0245,0.0135,351.2759329,104.169018,61.25519507,244.8257555,449.3231052,57.89559862,14.75671553,4.49442992,19.83841464,120.2763623,12.7989115,1.972920299,1.548219907,0.324250103,79.53813652,0,0.950459323,7.220005827,0.000568827,3.19E-05,7.71E-05,0.329999992,0.081105674,0.02,0.001197,0,0.003000001,0.001493088,1693.940925,8.489993168,549.7208285,0.0221585,306.6240409,1.969989478,0.649999783
1989,0.297,0.29,8.922,0.716925,1.923179805,0.109465,0.0655,0.047,0.0355,0.0285,0.016,352.8939214,105.8829334,62.29139498,256.5893143,468.072173,64.49583634,15.21254202,4.94998957,19.99840982,124.9414038,12.94653233,2.184091233,1.722359909,0.355750102,85.39031455,0.00011204,1.121579057,7.7600062,0.000571366,3.28E-05,0.00054493,0.389999993,0.123860199,0.014,0.001197,0,0.003000001,0.002615397,1705.630429,8.589393769,549.780857,0.0262824,307.8310207,2.149989423,0.659999772
1990,0.4328,0.44,9.234166667,0.746377,2.018889809,0.116304999,0.071,0.0515,0.0425,0.0325,0.019,354.0729301,106.4680288,63.3211951,263.085193,482.7560597,70.81883358,15.57398441,5.405549306,20.15157459,128.8259148,12.90888214,2.425140698,1.876249915,0.380000101,90.98358917,0.03376847,1.44777797,8.280006091,0.000573906,0.002091195,0.007755279,0.439999992,0.176202852,0.014,0.001197,0,0.005000002,0.004025665,1717.400668,8.694339761,549.8308517,0.0338657,308.6830389,2.349987682,0.669999762
1991,0.4055,0.43,9.179416667,0.771528,2.113149816,0.123209999,0.077,0.056,0.051,0.0375,0.022,355.3529349,105.8530495,64.34609504,267.7901538,493.7842067,76.48646705,15.7520214,5.79998908,20.30894426,137.2217081,12.58910417,2.665145994,2.020599921,0.405000099,96.40249329,0.066480597,2.221526541,8.820006172,0.00165152,0.030692224,0.075825581,0.489999992,0.236941312,0.017,0.001196999,0,0.008000002,0.005709253,1729.33056,8.804992592,549.871074,0.0411977,309.2330392,2.559987604,0.679999751
1992,0.2571,0.23,8.836583333,0.790775,2.200229829,0.130369999,0.0825,0.061,0.0605,0.0425,0.026,356.2289489,104.9830722,65.26709546,270.7759345,505.8679771,80.4037554,15.8999349,6.199989081,20.46313357,134.4471788,12.10270954,2.817202264,2.161349926,0.430500095,101.4922789,0.170776228,3.300515857,9.340006519,0.005856849,0.094828137,0.196005654,0.51999998,0.307183848,0.026000001,0.001196999,0,0.005000003,0.007651571,1740.139261,8.914994065,549.9049077,0.0489389,309.7250408,2.769987694,0.709999739
1993,0.2853,0.24,8.866583333,0.804658,2.283709833,0.138369999,0.0885,0.066,0.071,0.0465,0.03,356.9249589,104.3230418,66.0913957,271.1687739,511.9881022,82.41623738,16.06663942,6.607129385,20.6062784,127.5331448,12.02513686,3.00582981,2.292519932,0.45083308,105.4173414,0.714616166,4.475985339,9.940007666,0.012622199,0.195520449,0.36491672,0.569999924,0.387410932,0.033000004,0.002393997,0,0.001066686,0.00983798,1743.100661,9.027161373,549.9418873,0.0573767,310.099049,2.989986706,0.739999728
1994,0.3409,0.32,9.03875,0.816502,2.367939832,0.148089999,0.094,0.0705,0.082,0.0515,0.0345,358.2539622,103.5700669,66.87479596,269.6277961,518.2140644,83.36027093,16.09994308,6.955350343,20.73100942,117.3179626,11.99219308,3.216891786,2.402529937,0.465417065,110.9444093,2.23833949,5.687364779,10.60000814,0.021451599,0.327725766,0.612369261,0.639999789,0.599730526,0.037000005,0.002393992,0,0.002012556,0.012253878,1748.62038,9.131617577,545.3847258,0.0668142,310.8080291,3.209987196,0.779999716
1995,0.4577,0.46,9.347083333,0.828287,2.455579823,0.160489997,0.1,0.0755,0.0945,0.056,0.039,360.2389564,102.8890491,67.62789599,268.103853,524.6571057,83.83788697,16.13744611,7.249992032,20.82965994,104.9949907,11.91562774,3.439076973,2.491109943,0.475000044,116.0475308,3.747459319,6.544661839,11.2700082,0.031974499,0.481656957,1.649199276,0.759999549,0.819731939,0.042000004,0.004787988,0,0.004000004,0.014884676,1755.229637,9.13146944,552.4202309,0.0775571,311.2790552,3.429987079,0.839999704
1996,0.3228,0.35,9.038916667,0.841084,2.552259809,0.176529995,0.106,0.081,0.109,0.0605,0.0435,362.0049615,102.3110409,68.36059598,266.7558396,531.4080027,83.94530112,16.24994903,7.557493451,20.89438406,91.00497126,11.43211172,3.602302108,2.569999948,0.486250038,124.7284975,6.036929148,7.866570164,11.99000811,0.043820599,0.649787149,3.231894499,0.939999213,0.92993581,0.049000011,0.007181984,0,0.00201362,0.017715674,1757.190597,9.063675706,537.311211,0.0898515,312.2980193,3.659986237,0.899999691
1997,0.5187,0.48,9.202583333,0.855555,2.661009795,0.196299993,0.112,0.0855,0.124,0.065,0.048,363.2519618,101.2420824,69.069896,265.2918521,534.963034,83.52113247,16.36244681,7.813324523,20.91976881,77.60030497,10.67372271,3.780295749,2.650669954,0.490000036,127.3770247,7.714768977,8.959980699,12.75000854,0.056619199,0.82481934,5.399307977,1.209998775,1.079883576,0.060000013,0.009575981,0,0.004000424,0.020732272,1761.501069,9.140432434,542.7740227,0.103936,313.1830378,3.889986493,0.929999678
1998,0.6344,0.64,9.522666667,0.871358,2.781449786,0.21951499,0.118,0.09,0.14,0.069,0.053,365.932958,100.3160465,69.77859605,263.8838629,537.6670265,82.96492472,16.39994577,7.954165232,20.35929871,65.37696431,10.25878757,3.887360843,2.724999959,0.490000039,134.272823,9.836338806,9.961479774,13.54000891,0.069999998,0.999452531,8.110631438,1.529998155,1.359591298,0.073000025,0.013166977,0,0.010000006,0.026339269,1770.290692,9.25463419,570.72735,0.120167,313.9070086,4.109987565,0.979999665
1999,0.4438,0.42,9.285083333,0.888086,2.908199774,0.245494988,0.1245,0.0945,0.1565,0.073,0.058,367.8449748,99.33087236,70.47599609,262.545867,540.1430326,82.38263381,16.44995402,8.049995753,20.44127846,54.61866831,10.20066661,3.999729153,2.802669965,0.490000035,138.6809005,11.38479863,11.35428676,14.30001099,0.08999999,1.220421723,11.12196899,1.939997352,1.539625771,0.086000038,0.016757973,4.15E-06,0.011000006,0.032415465,1778.199508,9.09377772,562.6231659,0.138752,314.7089864,4.358643637,1.019999651
2000,0.4262,0.42,9.201166667,0.905661,3.038709772,0.273739986,0.13,0.0985,0.1725,0.0775,0.0625,369.12498,98.27196935,71.17349622,261.1698421,542.3829886,81.99841659,16.49996397,8.149996783,20.03465831,45.62981445,9.454691866,4.127887868,2.86237997,0.490000031,143.4614364,13.12139846,12.10278886,15.12001011,0.169999962,1.603711914,14.69189455,2.429996362,2.107947569,0.106000051,0.02154597,2.95E-05,0.013000007,0.040547359,1778.010133,8.829522994,552.0705462,0.158601,315.7589947,4.563808581,1.049999636
2001,0.5473,0.55,9.414583333,0.924034,3.162919786,0.303624984,0.1365,0.103,0.1885,0.0815,0.067,370.6729901,97.35795715,71.8547965,259.5498322,543.195014,81.48942809,16.5499795,8.262498719,19.54157919,37.92371257,9.350273603,4.220908432,2.894289975,0.490000031,149.2573949,14.54499832,13.05259183,15.88000954,0.269999935,1.978332105,19.70229558,2.969995257,2.302603921,0.132000049,0.026333966,0.000259714,0.019000007,0.050659651,1776.530734,8.354893207,542.7083239,0.181392,316.4930128,4.776847017,1.099999621
2002,0.6023,0.63,9.570416667,0.943718,3.280869788,0.334309982,0.1425,0.1065,0.2015,0.085,0.071,372.8349943,96.34296669,72.51259645,257.6687914,543.6559868,80.81803446,16.59997547,8.299998415,21.38450099,31.9174665,8.940342304,4.280658752,2.938179975,0.490000034,154.42527,15.73959832,13.69309049,16.56001039,0.389999904,2.527012297,23.51545785,3.529994121,2.900863952,0.159000069,0.032318963,0.002832789,0.030000012,0.06128754,1778.960928,8.333909139,535.350136,0.21256,317.1010163,4.990507538,1.159999605
2003,0.6134,0.62,9.525583333,0.965652,3.425119787,0.369557977,0.1475,0.109,0.2135,0.089,0.0745,375.410995,95.34536149,73.28449531,255.4128071,543.3509969,80.10183481,16.59995266,8.320768524,21.95576257,26.71782735,8.946687822,4.319008377,2.997129956,0.488825035,158.9964028,16.89009837,14.40909019,17.26001112,0.502713865,2.913952488,27.51708304,4.223822824,3.488562063,0.189000092,0.03830396,0.067158157,0.060000045,0.073067829,1783.589822,8.222527906,538.8634623,0.254791,317.7300065,5.207866993,1.219999586
2004,0.5783,0.55,9.324583333,0.990998,3.577999785,0.405883973,0.152,0.112,0.224,0.0925,0.077,376.9870025,94.3884594,74.13009399,253.1937996,542.8479943,79.26674351,16.5900601,8.341978773,21.63081623,22.2226815,8.981352402,4.340159345,3.035939952,0.485722036,164.7063941,17.33459851,15.06349299,18.06001347,0.824737824,3.54512268,31.54472268,5.007921499,3.886517258,0.233000116,0.044288957,0.237973921,0.12000009,0.086722218,1784.230278,8.019330729,537.7152341,0.306077,318.3570142,5.435196412,1.303859555
2005,0.6585,0.69,9.700916667,1.02075,3.697199784,0.440129968,0.156,0.114,0.2335,0.096,0.08,378.907005,93.41565891,74.98279268,250.9148036,542.1459784,78.73161922,16.54227318,8.346869023,22.70366573,18.55732919,9.29010228,4.354827182,3.073349959,0.481325037,170.4794894,17.67819867,15.68219339,18.97001566,1.275769783,4.231992871,36.60471896,5.881380174,4.650364603,0.285000135,0.050273953,0.466456885,0.210000113,0.102392908,1783.360415,7.93129758,538.5567708,0.35,319.1300041,5.656007268,1.380769523
2006,0.6125,0.63,9.5325,1.05343,3.767239782,0.464344964,0.1595,0.116,0.241,0.0995,0.0815,381.010007,92.31416523,75.77629202,248.6647957,540.6499664,78.12813223,16.51448431,8.368909162,22.91611083,15.45824364,8.547016035,4.334849498,3.118419961,0.476269038,177.6055412,18.45499886,16.64789278,20.05001809,1.606559742,4.82896311,40.86165862,6.627838972,5.463509812,0.360000156,0.061035146,0.706620849,0.320000148,0.119628898,1783.421232,7.67986865,536.2959017,0.4,319.9330009,5.891855681,1.453479495
2007,0.61,0.66,9.732166667,1.0862,3.864439782,0.483076969,0.1625,0.1175,0.248,0.103,0.0835,382.6030247,91.12946598,76.47559467,246.4138294,538.4259843,77.31464077,16.49068292,8.36018869,24.11316232,12.83412321,8.846131875,4.309016705,3.136809961,0.46845004,185.0205705,19.12419887,17.73009252,21.27452376,2.100419696,5.509383612,45.316842,7.374408195,5.803807333,0.430000177,0.066375638,0.912475812,0.410000179,0.138230889,1788.951311,7.65165556,544.8235376,0.46,320.6460137,6.164003156,1.50287949
2008,0.5419,0.54,9.43175,1.11882,3.942859793,0.503767975,0.165,0.1195,0.2535,0.107,0.085,384.7390186,89.87336868,77.15499475,244.4768222,536.3339646,76.47364164,16.45867737,8.382678482,26.4127293,10.93584978,8.747184716,4.247629411,3.156759962,0.462309045,193.0975523,19.54649891,18.92829238,22.00681877,2.708719636,6.429283924,49.71934078,8.326615996,6.857228635,0.500000199,0.074672633,1.080499781,0.432265216,0.157816883,1798.419648,7.470538326,546.2872207,0.52,321.5749913,6.453542625,1.539169494
2009,0.6367,0.64,9.50525,1.15284,4.015999843,0.51754498,0.1675,0.121,0.258,0.11,0.086,386.280019,88.57357296,77.73389563,242.4608238,533.7759774,75.92381996,16.42168592,8.389018826,26.1883814,9.145282381,8.543028169,4.189547876,3.183569966,0.462017031,200.3144866,19.8701988,19.93079222,22.6582142,3.002319591,7.706023714,52.76593081,9.355365263,7.076026721,0.570000232,0.084006748,1.222539803,0.476335249,0.177476881,1802.10118,7.17111269,539.823167,0.6,322.2750067,6.72832434,1.587909501
2010,0.7014,0.71,9.703083333,1.18872,4.092629842,0.53965798,0.1695,0.122,0.263,0.114,0.087,388.7170293,87.380959,78.37379534,240.4518091,531.2819664,75.33903167,16.41509004,8.386359095,29.34654771,7.662665672,8.949861947,4.121598822,3.196069966,0.458197024,207.7455477,20.67949886,20.53689299,23.29651443,3.920989441,8.963194383,57.85153662,10.42698393,7.474033526,0.650000258,0.090501252,1.382749798,0.534628258,0.19690188,1807.850678,7.125164194,535.3102578,0.71,323.1409918,7.010202897,1.661259471
2011,0.5788,0.6,9.516,1.22618,4.170369847,0.558112979,0.172,0.123,0.267,0.117,0.088,390.9440147,86.05878297,79.04059458,238.2458125,528.5329724,74.63823385,16.3613845,8.387008993,29.49461486,6.305953694,8.949700169,4.048868135,3.23095997,0.450772022,214.5593733,21.56119884,21.35419374,24.134216,5.171979407,10.46480495,62.84794999,11.92148508,7.894731997,0.740000252,0.096682127,1.555159774,0.555787285,0.21967887,1813.070205,7.106488342,534.1656109,0.83,324.1589802,7.307322114,1.743329429
2012,0.624,0.63,9.507333333,1.26365,4.244799848,0.57140498,0.1745,0.124,0.271,0.12,0.089,393.0159927,85.01424537,79.78919499,236.2068374,525.8339698,73.97863018,16.34028708,8.405529201,29.2996157,5.245330815,8.843595631,3.964238052,3.252539973,0.44370102,220.1084062,22.5435988,21.61989368,24.98831739,5.642169309,11.74120577,67.75087195,12.84508455,8.037666181,0.830000262,0.111490941,1.750789764,0.635329261,0.232035888,1815.261234,6.987856723,537.6538087,0.96,325.0049911,7.598473328,1.823069397
2013,0.6679,0.65,9.6065,1.30112,4.328779817,0.586580982,0.177,0.125,0.275,0.123,0.09,395.7249793,83.89107921,80.5326942,234.3808681,523.1149754,73.30493415,16.32728018,8.421289533,35.04788413,4.36362556,9.249993007,3.861788437,3.305999974,0.436526021,226.1303638,23.41469876,22.20769445,26.02762233,7.502489268,13.94660627,74.77006274,14.52268253,8.094252353,0.930000273,0.121750942,1.929539737,0.693024271,0.242738893,1822.580849,6.848844537,539.6203592,1.1,325.9189932,7.910870302,1.9533193
2014,0.7408,0.74,9.570666667,1.33858,4.398729723,0.600662976,0.1795,0.126,0.279,0.126,0.091,397.5469769,83.06993149,81.09249054,233.0798702,520.5809648,72.71072447,16.30656762,8.429009295,36.34755717,3.680271247,9.901842314,3.753657778,3.297609971,0.431062024,229.5420669,23.80909854,22.07569416,26.89043525,8.336969012,15.35500766,80.5157287,15.25278089,7.73265845,1.005670268,0.1305709,2.047369733,0.765030303,0.247262893,1831.471005,6.686090273,539.5420322,1.24,326.987993,8.221433068,2.039329284
